City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Lanzhou,CN,2022-05-08 00:09:26,36.0564,103.7922,59.07,21,100,17.2
282,Samarai,PG,2022-05-08 00:09:27,-10.6167,150.6667,84.07,77,44,13.31
283,Belmonte,BR,2022-05-08 00:00:31,-15.8631,-38.8828,75.88,85,83,5.1
284,Ranong,TH,2022-05-08 00:09:28,9.9658,98.6348,80.02,87,100,3.47
285,Borzya,RU,2022-05-08 00:09:29,50.3833,116.5167,53.53,33,13,7.96
286,Poum,NC,2022-05-08 00:09:29,-20.2333,164.0167,78.24,65,62,23.2
287,Bushehr,IR,2022-05-08 00:08:25,28.9684,50.8385,77.54,59,0,15.77
288,Hualmay,PE,2022-05-08 00:09:30,-11.0964,-77.6139,66.31,83,13,9.24
289,Zaranj,AF,2022-05-08 00:09:30,30.9667,61.8833,87.55,18,53,20.62
290,Miri,MY,2022-05-08 00:09:31,4.4148,114.0089,79.7,86,99,2.98
291,Yerbogachen,RU,2022-05-08 00:09:32,61.2767,108.0108,33.84,77,56,18.03
292,Padang,ID,2022-05-08 00:09:32,-0.9492,100.3543,75.25,82,100,3.4
293,Tromso,NO,2022-05-08 00:09:33,69.6496,18.957,32.02,93,100,4.61
294,Lady Lake,US,2022-05-08 00:09:33,28.9175,-81.9229,81.14,56,0,9.22
295,Ntungamo,UG,2022-05-08 00:09:34,-0.8833,29.65,62.8,92,95,3.67
296,Kavieng,PG,2022-05-08 00:09:35,-2.5744,150.7967,85.59,67,67,18.63
297,Ocala,US,2022-05-08 00:07:40,29.1872,-82.1401,79.18,59,0,10.36
298,Viedma,AR,2022-05-08 00:09:35,-40.8135,-62.9967,66.9,36,7,14.79
299,Manzil Salim,TN,2022-05-08 00:09:36,35.8567,8.4765,50.07,85,88,11.3
300,Vanimo,PG,2022-05-08 00:09:37,-2.6741,141.3028,84.52,74,58,6.58
301,Bosobolo,CD,2022-05-08 00:09:37,4.1833,19.9,70.16,91,51,1.74
302,Iqaluit,CA,2022-05-08 00:09:38,63.7506,-68.5145,16.72,85,36,3.58
303,Eregli,TR,2022-05-08 00:09:38,37.5133,34.0467,45.48,75,66,2.84
304,Mackenzie,CA,2022-05-08 00:09:39,55.2999,-123.1698,43.02,75,100,4.61
305,Dunedin,NZ,2022-05-08 00:07:40,-45.8742,170.5036,58.8,82,100,8.01
306,Asau,RO,2022-05-08 00:09:40,46.4333,26.4,45.52,80,57,3.0
307,Vardo,NO,2022-05-08 00:00:47,70.3705,31.1107,33.78,80,40,31.07
308,Ambon,ID,2022-05-08 00:09:41,-3.6954,128.1814,82.54,83,20,3.44
309,Ahipara,NZ,2022-05-08 00:09:41,-35.1667,173.1667,67.03,62,30,3.13
310,Lagos,NG,2022-05-08 00:08:46,6.5833,3.75,77.36,90,87,3.74
311,Half Moon Bay,US,2022-05-08 00:09:42,37.4636,-122.4286,66.88,68,75,35.68
312,Adrar,MR,2022-05-08 00:10:43,20.5022,-10.0711,90.82,14,80,8.48
313,Yar-Sale,RU,2022-05-08 00:10:43,66.8333,70.8333,17.53,93,21,9.13
314,Yuli,NG,2022-05-08 00:10:44,9.6989,10.2744,84.45,61,88,9.53
315,Airai,TL,2022-05-08 00:10:45,-8.9266,125.4092,66.42,78,52,4.9
316,Waingapu,ID,2022-05-08 00:10:45,-9.6567,120.2641,82.74,78,28,15.43
317,Santa Marta,CO,2022-05-08 00:06:49,11.2408,-74.199,86.05,74,75,11.5
318,Saru Dornei,RO,2022-05-08 00:10:46,47.2833,25.35,44.51,92,85,0.67
319,Wenling,CN,2022-05-08 00:10:47,28.3669,121.36,67.28,89,100,8.3
320,Knysna,ZA,2022-05-08 00:10:47,-34.0363,23.0471,56.98,88,95,2.24
321,Kawalu,ID,2022-05-08 00:10:48,-7.3817,108.2082,75.18,91,62,1.63
322,Leningradskiy,RU,2022-05-08 00:10:49,69.3833,178.4167,28.4,85,66,4.32
323,Cadillac,US,2022-05-08 00:10:49,44.2519,-85.4012,60.71,18,0,9.22
324,Bathsheba,BB,2022-05-08 00:10:50,13.2167,-59.5167,79.5,73,98,10.09
325,College,US,2022-05-08 00:10:51,64.8569,-147.8028,50.32,74,75,8.05
326,Aykhal,RU,2022-05-08 00:10:51,66.0,111.5,32.36,98,100,18.1
327,Imeni Poliny Osipenko,RU,2022-05-08 00:10:52,52.4201,136.4853,43.74,63,23,9.75
328,Jashpurnagar,IN,2022-05-08 00:10:52,22.9,84.15,73.51,46,22,4.03
329,Vysokogornyy,RU,2022-05-08 00:10:53,50.1167,139.15,34.54,74,100,10.49
330,Morshansk,RU,2022-05-08 00:10:54,53.4435,41.8107,44.94,66,88,6.73
331,General Roca,AR,2022-05-08 00:10:54,-39.0333,-67.5833,64.31,23,13,6.87
332,Port Macquarie,AU,2022-05-08 00:10:55,-31.4333,152.9167,62.89,47,59,3.85
333,Cairns,AU,2022-05-08 00:08:00,-16.9167,145.7667,84.07,97,100,11.5
334,Lavrentiya,RU,2022-05-08 00:10:56,65.5833,-171.0,32.34,88,63,5.03
335,Tiznit,MA,2022-05-08 00:10:56,29.5833,-9.5,75.47,19,73,3.4
336,Sao Joao Da Barra,BR,2022-05-08 00:06:21,-21.6403,-41.0511,70.48,88,0,10.98
337,Touros,BR,2022-05-08 00:10:57,-5.1989,-35.4608,77.14,88,100,9.28
338,Galle,LK,2022-05-08 00:10:58,6.0367,80.217,82.08,85,100,12.19
339,Cabedelo,BR,2022-05-08 00:10:58,-6.9811,-34.8339,75.87,82,97,8.68
340,Bhalki,IN,2022-05-08 00:10:59,18.0333,77.2167,86.49,30,28,4.23
341,Chifeng,CN,2022-05-08 00:11:00,42.2683,118.9636,50.68,36,100,4.43
342,Verkhoyansk,RU,2022-05-08 00:11:00,67.5447,133.385,23.29,69,97,4.05
343,La Ronge,CA,2022-05-08 00:10:03,55.1001,-105.2842,49.17,63,97,4.68
344,Kokopo,PG,2022-05-08 00:11:01,-4.352,152.2633,84.34,68,29,3.98
345,Mabaruma,GY,2022-05-08 00:11:02,8.2,-59.7833,73.45,99,100,2.48
346,Illela,NG,2022-05-08 00:11:03,13.7292,5.2975,90.68,27,88,7.61
347,Williamsport,US,2022-05-08 00:11:03,41.2412,-77.0011,50.25,81,100,1.01
348,Stornoway,GB,2022-05-08 00:11:04,58.2093,-6.3865,45.93,88,100,1.14
349,Roanoke Rapids,US,2022-05-08 00:08:55,36.4615,-77.6542,56.86,94,100,18.41
350,El Cobre,CU,2022-05-08 00:11:05,20.0489,-75.9469,80.04,83,40,4.61
351,Lahij,YE,2022-05-08 00:11:06,13.1667,44.5833,80.31,62,45,3.09
352,Washington,US,2022-05-08 00:06:38,47.5001,-120.5015,55.78,35,99,11.12
353,Jacareacanga,BR,2022-05-08 00:11:07,-6.2222,-57.7528,74.25,98,100,1.79
354,Whithorn,JM,2022-05-08 00:11:08,18.2604,-78.0378,77.45,89,25,4.32
355,Vizinga,RU,2022-05-08 00:11:08,61.0749,50.1031,45.7,78,50,9.73
356,Ponta Do Sol,PT,2022-05-08 00:11:09,32.6667,-17.1,63.23,72,56,7.72
357,Saint-Georges,GD,2022-05-08 00:10:29,12.0564,-61.7485,80.28,83,20,13.8
358,Olkhovka,RU,2022-05-08 00:12:10,53.2115,60.6069,39.58,35,20,3.67
359,Morgan City,US,2022-05-08 00:12:11,29.6994,-91.2068,84.02,72,26,7.47
360,Veydelevka,RU,2022-05-08 00:12:12,50.1521,38.4492,42.42,62,20,4.85
361,Meulaboh,ID,2022-05-08 00:12:12,4.1363,96.1285,75.94,90,99,5.19
362,Ulaangom,MN,2022-05-08 00:12:13,49.9811,92.0667,60.1,33,45,4.12
363,Krasnovishersk,RU,2022-05-08 00:12:14,60.4078,57.082,36.1,95,52,4.07
364,Mechetinskaya,RU,2022-05-08 00:12:14,46.7713,40.456,44.55,57,90,8.03
365,Juneau,US,2022-05-08 00:08:51,58.3019,-134.4197,53.6,80,75,13.8
366,Lasa,IT,2022-05-08 00:12:15,46.6166,10.7002,49.37,94,100,2.42
367,Dunmore Town,BS,2022-05-08 00:12:16,25.5,-76.65,80.04,78,21,9.64
368,Mackay,AU,2022-05-08 00:09:59,-21.15,149.2,74.68,82,100,15.77
369,Akhtanizovskaya,RU,2022-05-08 00:12:17,45.32,37.1,48.67,76,85,12.28
370,Kintampo,GH,2022-05-08 00:12:18,8.0563,-1.7306,77.2,62,94,2.53
371,Dingle,PH,2022-05-08 00:12:19,10.9995,122.6711,83.71,73,47,12.82
372,Leshukonskoye,RU,2022-05-08 00:12:19,64.8989,45.7622,42.31,89,37,10.04
373,Bardiyah,LY,2022-05-08 00:07:22,31.7561,25.0865,64.72,72,61,16.87
374,Bor,RU,2022-05-08 00:12:21,56.3567,44.0669,44.53,71,34,7.7
375,Chokurdakh,RU,2022-05-08 00:12:21,70.6333,147.9167,17.42,87,99,11.86
376,Puerto Baquerizo Moreno,EC,2022-05-08 00:12:22,-0.9,-89.6,72.27,87,37,8.61
377,Aswan,EG,2022-05-08 00:12:24,24.0934,32.907,77.5,14,3,8.41
378,Voskresenskoye,RU,2022-05-08 00:12:25,56.8381,45.4317,42.33,73,19,6.8
379,Hamilton,US,2022-05-08 00:07:56,39.1834,-84.5333,60.75,73,100,11.5
380,Khani,GE,2022-05-08 00:12:26,41.9563,42.9566,42.37,100,100,3.06
381,Goundam,ML,2022-05-08 00:12:27,16.4145,-3.6708,91.11,15,83,8.93
382,Brownwood,US,2022-05-08 00:12:29,31.7093,-98.9912,105.12,13,16,11.74
383,Ouadda,CF,2022-05-08 00:12:30,8.0777,22.4007,70.81,83,100,3.53
384,Corowa,AU,2022-05-08 00:12:30,-36.0333,146.3833,55.58,90,6,4.63
385,Zaigrayevo,RU,2022-05-08 00:12:31,51.8336,108.2703,53.73,49,12,3.44
386,Aviles,ES,2022-05-08 00:12:32,43.5547,-5.9248,58.37,88,75,3.44
387,Placerville,US,2022-05-08 00:11:51,38.7296,-120.7986,69.76,40,0,8.05
388,Semporna,MY,2022-05-08 00:12:33,4.4818,118.6112,80.98,88,100,7.7
389,Grindavik,IS,2022-05-08 00:12:33,63.8424,-22.4338,45.07,93,100,21.85
390,Megion,RU,2022-05-08 00:12:34,61.0296,76.1136,21.22,87,75,6.24
391,Stutterheim,ZA,2022-05-08 00:12:35,-32.5708,27.424,50.74,97,100,6.15
392,Buala,SB,2022-05-08 00:12:36,-8.145,159.5921,84.31,74,73,10.18
393,Cabo Rojo,PR,2022-05-08 00:12:37,18.0866,-67.1457,81.25,81,39,1.99
394,Sao Marcos,BR,2022-05-08 00:09:09,-28.9711,-51.0681,53.73,96,0,2.84
395,Zhucheng,CN,2022-05-08 00:12:38,35.9947,119.3975,54.84,32,100,4.43
396,Andujar,ES,2022-05-08 00:12:39,38.0392,-4.0508,69.03,41,39,3.36
397,Tirumullaivasal,IN,2022-05-08 00:12:39,11.2333,79.8333,83.44,76,66,6.26
398,Shenjiamen,CN,2022-05-08 00:12:40,29.9576,122.298,61.81,93,100,8.68
399,Tecoanapa,MX,2022-05-08 00:12:41,16.5167,-98.75,83.91,65,77,9.82
400,Lapithos,CY,2022-05-08 00:13:41,35.3375,33.1792,61.09,65,0,9.66
401,San Andres,CO,2022-05-08 00:09:30,12.5847,-81.7006,82.42,83,40,6.91
402,Kota Belud,MY,2022-05-08 00:13:43,6.351,116.4305,81.64,73,100,1.9
403,Dudinka,RU,2022-05-08 00:13:43,69.4058,86.1778,13.62,95,72,10.78
404,Pala,TD,2022-05-08 00:13:44,9.3642,14.9046,86.92,44,100,3.38
405,Petropavlovsk-Kamchatskiy,RU,2022-05-08 00:13:45,53.0452,158.6483,61.39,39,0,6.71
406,Svetlogorsk,BY,2022-05-08 00:13:46,52.6333,29.7333,46.4,97,58,5.73
407,Sambava,MG,2022-05-08 00:13:47,-14.2667,50.1667,73.02,92,23,8.39
408,Bilibino,RU,2022-05-08 00:13:47,68.0546,166.4372,31.33,86,100,2.01
409,Salalah,OM,2022-05-08 00:13:48,17.0151,54.0924,82.49,83,75,4.61
410,Kargopol,RU,2022-05-08 00:13:50,61.5071,38.9456,48.2,85,42,11.14
411,Aloleng,PH,2022-05-08 00:13:51,16.1307,119.7824,85.19,63,97,9.37
412,Pavlogradka,RU,2022-05-08 00:13:52,54.2024,73.5592,39.04,39,4,7.65
413,Faya,SA,2022-05-08 00:13:53,18.3851,42.4509,64.92,41,82,1.86
414,Tandil,AR,2022-05-08 00:13:54,-37.3217,-59.1332,61.68,83,41,7.61
415,Jumla,NP,2022-05-08 00:13:55,29.2747,82.1838,53.4,84,83,0.87
416,Havre-Saint-Pierre,CA,2022-05-08 00:13:56,50.2334,-63.5986,36.45,62,53,6.87
417,Port Lincoln,AU,2022-05-08 00:13:57,-34.7333,135.8667,58.96,72,2,4.65
418,Dakar,SN,2022-05-08 00:09:46,14.6937,-17.4441,72.48,77,11,22.68
419,Paita,PE,2022-05-08 00:13:58,-5.0892,-81.1144,70.3,76,3,19.17
420,Koshurnikovo,RU,2022-05-08 00:13:58,54.1667,93.3,37.49,56,100,8.3
421,Lompoc,US,2022-05-08 00:13:59,34.6391,-120.4579,75.56,65,0,18.41
422,Quatre Cocos,MU,2022-05-08 00:14:00,-20.2078,57.7625,76.08,76,31,13.24
423,Talnakh,RU,2022-05-08 00:14:01,69.4865,88.3972,13.21,88,5,11.88
424,Rawson,AR,2022-05-08 00:14:01,-43.3002,-65.1023,69.82,39,35,8.41
425,Uaua,BR,2022-05-08 00:14:02,-9.8414,-39.4817,73.47,58,73,13.58
426,Lefka,CY,2022-05-08 00:14:03,35.1106,32.8506,59.4,56,0,3.6
427,Likhoslavl,RU,2022-05-08 00:14:04,57.1275,35.464,48.24,91,92,8.55
428,Marathon,US,2022-05-08 00:14:04,44.9,-89.7668,65.73,21,0,13.8
429,Deer Park,US,2022-05-08 00:13:00,29.7052,-95.1238,89.17,79,40,14.97
430,Cangucu,BR,2022-05-08 00:14:05,-31.395,-52.6756,50.63,89,0,3.06
431,Gat,IL,2022-05-08 00:14:06,31.61,34.7642,62.4,67,62,3.29
432,Brae,GB,2022-05-08 00:14:07,60.3964,-1.353,42.98,71,76,3.31
433,Nizhniy Ingash,RU,2022-05-08 00:14:08,56.2,96.53,38.07,48,68,16.89
434,Riyadh,SA,2022-05-08 00:14:08,24.6877,46.7219,73.54,22,0,13.38
435,Brufut,GM,2022-05-08 00:14:09,13.3814,-16.7518,71.94,80,4,7.31
436,Vanavara,RU,2022-05-08 00:14:09,60.34,102.2797,31.44,67,93,16.08
437,Rexburg,US,2022-05-08 00:14:10,43.826,-111.7897,55.38,24,40,24.16
438,Imbituba,BR,2022-05-08 00:14:11,-28.24,-48.6703,60.6,78,0,2.8
439,Torbay,CA,2022-05-08 00:09:29,47.6666,-52.7314,39.27,77,97,3.0
440,Lithakia,GR,2022-05-08 00:14:12,37.7167,20.8333,56.57,86,87,5.5
441,Humberto De Campos,BR,2022-05-08 00:14:12,-2.5983,-43.4611,75.61,94,97,3.69
442,Beaufort,MY,2022-05-08 00:14:13,5.3473,115.7455,79.39,87,100,1.59
443,Batagay-Alyta,RU,2022-05-08 00:14:14,67.8006,130.4114,17.11,83,100,3.91
444,Coahuayana,MX,2022-05-08 00:14:14,18.7333,-103.6833,80.98,62,88,6.22
445,Moerai,PF,2022-05-08 00:14:15,-22.4333,-151.3333,79.07,75,26,11.54
446,Xuddur,SO,2022-05-08 00:15:15,4.1213,43.8894,74.57,79,34,14.25
447,Mana,GF,2022-05-08 00:15:16,5.6592,-53.7767,77.34,89,46,8.05
448,Strezhevoy,RU,2022-05-08 00:15:17,60.7333,77.5889,22.19,84,35,4.38
449,Aquiraz,BR,2022-05-08 00:15:17,-3.9014,-38.3911,80.19,90,68,11.63
450,Codrington,AU,2022-05-08 00:15:18,-38.2667,141.9667,56.66,70,89,9.22
451,Green Valley,US,2022-05-08 00:12:52,31.8543,-110.9937,96.44,4,2,5.01
452,Fushun,CN,2022-05-08 00:15:19,41.8558,123.9233,53.31,24,100,1.77
453,Andenes,NO,2022-05-08 00:15:20,69.3143,16.1194,33.78,86,75,21.85
454,Vila Velha,BR,2022-05-08 00:15:20,-20.3297,-40.2925,73.13,84,5,12.64
455,Neiafu,TO,2022-05-08 00:15:21,-18.65,-173.9833,81.28,83,75,8.05
456,Stryn,NO,2022-05-08 00:15:21,61.9045,6.7226,39.92,83,74,2.51
457,Barcelos,PT,2022-05-08 00:15:22,41.5388,-8.6151,65.84,72,72,3.31
458,Olinda,BR,2022-05-08 00:15:22,-8.0089,-34.8553,78.04,82,95,6.4
459,Chitapur,IN,2022-05-08 00:15:23,17.1167,77.0833,88.68,36,51,6.51
460,Fergus Falls,US,2022-05-08 00:15:24,46.283,-96.0776,70.16,41,0,25.32
461,Srednekolymsk,RU,2022-05-08 00:15:24,67.45,153.6833,26.82,82,89,7.99
462,Chumikan,RU,2022-05-08 00:15:25,54.7183,135.315,41.59,67,3,13.27
463,Excelsior Springs,US,2022-05-08 00:15:25,39.3392,-94.2261,72.88,40,0,6.91
464,Baton Rouge,US,2022-05-08 00:15:26,30.4508,-91.1545,86.13,66,0,5.75
465,Seoul,KR,2022-05-08 00:15:26,37.5683,126.9778,60.37,36,0,16.11
466,Port Hawkesbury,CA,2022-05-08 00:15:27,45.6169,-61.3485,35.19,70,0,1.99
467,Acapulco,MX,2022-05-08 00:15:28,16.8634,-99.8901,82.22,78,100,6.91
468,Springdale,US,2022-05-08 00:15:28,36.1867,-94.1288,77.11,52,0,10.36
469,Betioky,MG,2022-05-08 00:15:29,-23.7167,44.3833,67.71,81,35,0.76
470,Tsukumi,JP,2022-05-08 00:15:29,33.0706,131.8572,65.68,73,82,10.22
471,Astana,KZ,2022-05-08 00:15:30,51.1801,71.446,30.15,59,0,8.95
472,Halmstad,SE,2022-05-08 00:15:30,56.6745,12.8568,46.33,93,24,2.3
473,Jinka,ET,2022-05-08 00:15:31,5.65,36.65,63.19,82,26,2.42
474,Comodoro Rivadavia,AR,2022-05-08 00:15:31,-45.8667,-67.5,64.26,55,0,4.61
475,Kaeo,NZ,2022-05-08 00:15:32,-35.1,173.7833,70.32,73,25,3.6
476,Ati,TD,2022-05-08 00:15:32,13.2154,18.3353,89.78,29,74,0.78
477,Vestmanna,FO,2022-05-08 00:15:33,62.1564,-7.1664,40.12,93,20,10.36
478,Pisco,PE,2022-05-08 00:15:33,-13.7,-76.2167,66.25,82,0,4.61
479,Ust-Kuyga,RU,2022-05-08 00:15:34,70.0167,135.6,17.67,83,93,7.96
480,Portoferraio,IT,2022-05-08 00:15:34,42.8115,10.3146,64.11,74,98,12.8
481,Joshimath,IN,2022-05-08 00:15:35,30.5667,79.5667,57.11,52,5,5.84
482,Natal,BR,2022-05-08 00:14:16,-5.795,-35.2094,75.88,91,100,6.11
483,Ozernovskiy,RU,2022-05-08 00:12:28,51.5,156.5167,44.58,85,100,9.17
484,Hobyo,SO,2022-05-08 00:15:36,5.3505,48.5268,82.49,78,19,20.85
485,Abu Samrah,SY,2022-05-08 00:15:36,35.3029,37.1841,56.26,70,27,10.36
486,Selikhino,RU,2022-05-08 00:12:18,50.3672,137.4996,44.74,55,100,13.18
487,Foam Lake,CA,2022-05-08 00:15:19,51.65,-103.5343,49.37,89,97,16.35
488,Ust-Uda,RU,2022-05-08 00:15:37,54.1742,103.0304,42.67,69,94,9.46
489,Fallon,US,2022-05-08 00:13:41,39.4735,-118.7774,69.67,11,40,21.85
490,Tuatapere,NZ,2022-05-08 00:15:38,-46.1333,167.6833,57.78,95,100,2.91
491,Kloulklubed,PW,2022-05-08 00:15:38,7.0419,134.2556,75.7,79,99,16.44
492,Aden,YE,2022-05-08 00:16:39,12.7794,45.0367,84.27,71,79,4.45
493,Syracuse,IT,2022-05-08 00:16:40,37.0881,15.2792,58.37,87,90,11.03
494,Kapchorwa,UG,2022-05-08 00:16:40,1.3965,34.4509,57.13,84,32,3.91
495,Rio Gallegos,AR,2022-05-08 00:16:41,-51.6226,-69.2181,48.25,61,0,9.22
496,Lamar,US,2022-05-08 00:16:41,33.6668,-95.5836,80.98,69,0,14.97
497,Burnie,AU,2022-05-08 00:16:42,-41.0667,145.9167,52.95,71,68,10.78
498,Bonavista,CA,2022-05-08 00:16:43,48.6499,-53.1147,35.15,71,39,18.97
499,Jega,NG,2022-05-08 00:16:43,12.2175,4.3792,91.42,40,86,14.03
500,Laguna,US,2022-05-08 00:16:44,38.421,-121.4238,77.76,37,0,7.0
501,Saint-Pierre,RE,2022-05-08 00:16:45,-21.3393,55.4781,73.08,64,0,8.05
502,Margate,GB,2022-05-08 00:16:42,51.3813,1.3862,49.1,88,4,7.0
503,Camacha,PT,2022-05-08 00:16:45,33.0833,-16.3333,58.42,72,40,8.05
504,Takaungu,KE,2022-05-08 00:16:46,-3.6837,39.8566,78.91,83,28,15.1
505,Boyuibe,BO,2022-05-08 00:16:46,-20.4167,-63.2833,60.62,69,46,1.43
506,Ostrovtsy,RU,2022-05-08 00:16:47,55.5939,37.9936,54.46,46,0,6.71
507,Huarmey,PE,2022-05-08 00:16:47,-10.0681,-78.1522,66.85,85,47,8.55
508,Sobolevo,RU,2022-05-08 00:16:48,54.4299,31.8996,47.95,89,84,7.87
509,Rantoul,US,2022-05-08 00:13:46,40.3084,-88.1559,66.94,44,0,9.22
510,Birjand,IR,2022-05-08 00:16:49,32.8663,59.2211,70.27,28,97,0.0
511,Tomatlan,MX,2022-05-08 00:16:50,19.9333,-105.25,83.61,48,7,10.92
512,Bulawayo,ZW,2022-05-08 00:16:50,-20.15,28.5833,61.77,53,81,3.58
513,Coolum Beach,AU,2022-05-08 00:16:51,-26.5333,153.1,69.33,86,100,10.98
514,Morro Da Fumaca,BR,2022-05-08 00:16:51,-28.6508,-49.21,56.91,88,0,4.05
515,Beyneu,KZ,2022-05-08 00:16:52,45.3167,55.2,62.15,53,79,25.05
516,Makakilo City,US,2022-05-08 00:12:13,21.3469,-158.0858,80.92,55,100,18.41
517,Key Largo,US,2022-05-08 00:16:07,25.0865,-80.4473,82.99,56,3,16.22
518,Usakos,NA,2022-05-08 00:16:53,-22.0,15.6,55.98,45,0,2.59
519,Dalaba,GN,2022-05-08 00:16:53,10.7,-12.25,67.33,80,59,3.44
520,Mandalgovi,MN,2022-05-08 00:16:54,45.7625,106.2708,43.79,45,0,7.47
521,Colares,PT,2022-05-08 00:16:55,38.7992,-9.4469,68.99,51,33,10.83
522,Nantucket,US,2022-05-08 00:13:14,41.2835,-70.0995,48.31,85,100,18.41
523,Zhangzhou,CN,2022-05-08 00:16:55,24.5133,117.6556,73.33,90,100,1.32
524,Tonstad,NO,2022-05-08 00:16:56,58.6626,6.7169,39.04,75,90,5.95
525,Yeniseysk,RU,2022-05-08 00:16:56,58.4497,92.1703,30.04,74,99,14.52
526,Santa Cruz De La Palma,ES,2022-05-08 00:16:57,28.6835,-17.7642,66.34,72,0,11.5
527,Lakes Entrance,AU,2022-05-08 00:16:58,-37.8811,147.981,55.67,78,95,14.34
528,Anadyr,RU,2022-05-08 00:16:58,64.75,177.4833,36.1,80,75,11.18
529,Buncrana,IE,2022-05-08 00:16:59,55.1333,-7.45,49.28,91,100,5.5
530,Arlit,NE,2022-05-08 00:16:59,18.7369,7.3853,90.25,14,97,10.92
531,Preston,GB,2022-05-08 00:17:00,53.7667,-2.7167,51.78,80,100,1.01
532,Alyangula,AU,2022-05-08 00:17:00,-13.8483,136.4192,82.87,66,39,18.14
533,Quevedo,EC,2022-05-08 00:17:01,-1.0333,-79.45,76.98,90,59,4.07
534,Warrenton,ZA,2022-05-08 00:17:01,-28.114,24.8475,52.59,78,56,3.33
535,Ishigaki,JP,2022-05-08 00:17:02,24.3448,124.1572,78.93,89,75,5.75
536,Rach Gia,VN,2022-05-08 00:17:03,10.0167,105.0833,80.76,86,92,10.22
537,Minot,US,2022-05-08 00:18:04,48.2325,-101.2963,66.42,68,0,3.44
538,Nexo,DK,2022-05-08 00:18:04,55.0607,15.1306,48.29,75,34,10.13
539,Olafsvik,IS,2022-05-08 00:18:05,64.8945,-23.7142,42.57,87,100,12.24
540,Beringovskiy,RU,2022-05-08 00:14:41,63.05,179.3167,34.65,92,100,6.31
541,Balkanabat,TM,2022-05-08 00:18:06,39.5108,54.3671,64.18,80,45,5.37
542,Broome,US,2022-05-08 00:18:07,42.2506,-75.833,52.66,46,0,9.22
543,Ulladulla,AU,2022-05-08 00:18:07,-35.35,150.4667,58.77,50,0,4.65
544,Goderich,CA,2022-05-08 00:18:08,43.7501,-81.7165,49.91,64,5,8.61
545,Youkounkoun,GN,2022-05-08 00:18:08,12.5333,-13.1333,85.55,43,27,11.65
546,Novyy Urgal,RU,2022-05-08 00:18:09,51.0736,132.5642,45.09,51,11,3.15
547,Jaen,ES,2022-05-08 00:18:10,38.0,-3.5,63.25,42,42,2.48
548,Bien Hoa,VN,2022-05-08 00:18:11,10.95,106.8167,84.18,74,100,3.22
549,Yumen,CN,2022-05-08 00:18:12,40.2833,97.2,55.9,25,2,3.38
550,Maple Creek,CA,2022-05-08 00:18:12,49.9168,-109.4848,57.25,35,100,4.61
551,Teruel,ES,2022-05-08 00:18:13,40.6667,-0.6667,45.18,79,0,4.14
552,Yashan,CN,2022-05-08 00:18:14,22.1975,109.9419,72.75,90,100,2.21
553,Korla,CN,2022-05-08 00:18:14,41.7597,86.1469,69.85,46,81,13.15
554,Ventspils,LV,2022-05-08 00:18:15,57.3894,21.5606,42.73,87,0,9.22
555,Nanyamba,TZ,2022-05-08 00:18:15,-10.6833,39.8333,67.5,99,23,3.8
556,Tulagi,SB,2022-05-08 00:18:16,-9.0996,160.1476,83.23,78,79,16.89
557,Las Vegas,US,2022-05-08 00:17:20,36.175,-115.1372,94.44,10,0,23.02
558,Ereymentau,KZ,2022-05-08 00:18:17,51.6199,73.1033,37.17,45,0,3.67
559,Chapais,CA,2022-05-08 00:17:46,49.7834,-74.8492,46.18,79,9,3.2
560,Sahuaripa,MX,2022-05-08 00:18:18,29.05,-109.2333,95.43,11,1,17.02
561,Beihai,CN,2022-05-08 00:18:18,21.4833,109.1,73.33,92,99,13.06
562,Labuhan,ID,2022-05-08 00:18:19,-6.8844,112.2051,80.46,86,81,6.08
563,Garissa,KE,2022-05-08 00:18:19,-0.4536,39.6401,77.95,74,92,15.43
564,Trincomalee,LK,2022-05-08 00:18:20,8.5711,81.2335,81.46,84,100,14.52
